Part,Aid type,Amount type,Recipient,Donor,Year,Value,Flags
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",-5.81,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",-3.98,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2010",-1.56,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2011",-0.76,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2012",0,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",4.97,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",4.53,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",2.77,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",2.1,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",0.37,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",6.39,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",5.25,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",3.14,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",2.31,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",0.37,
"1 : Part I - Developing Countries","Development Food Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",0.04,
"1 : Part I - Developing Countries","Development Food Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",0.05,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",1.3,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",1.17,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",24.87,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",4.09,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",7.78,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2008",5.89,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2009",4.03,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2010",2.65,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2011",0.71,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","Netherlands","2012",0.02,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",1.67,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",1.36,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",28.15,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",4.5,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",7.71,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",5.43,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",3.84,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2010",2.64,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2011",0.66,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2012",0.02,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",-0.73,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",-0.67,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",-0.5,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",-0.52,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2008",-0.31,
"1 : Part I - Developing Countries","Interest received","Current Prices (USD millions)","Sri Lanka","Netherlands","2009",-0.16,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",-0.94,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",-0.78,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",-0.55,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",-0.52,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",-0.29,
"1 : Part I - Developing Countries","Interest received","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",-0.15,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",15.51,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",10.92,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",16.06,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",3.85,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",11.65,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2008",14.32,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2009",9.89,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2010",7.63,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2011",14.44,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","Netherlands","2012",7.82,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",19.93,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",12.67,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",18.18,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",4.24,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",11.55,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",13.2,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",9.43,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2010",7.59,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2011",13.52,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2012",7.82,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",26.34,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",19.47,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",56.16,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",20.68,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",21.36,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2008",26.06,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2009",6.87,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2010",5.19,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2011",2.14,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","Netherlands","2012",0.46,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",33.84,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",22.58,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",63.57,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",22.77,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",21.18,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",24.02,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",6.55,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2010",5.16,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2011",2,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2012",0.46,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",20.78,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2004",13.91,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",55.61,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2006",14.95,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2007",14.57,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2008",19.76,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2009",2.69,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2010",3.62,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2011",1.32,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","Netherlands","2012",0.46,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",26.7,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2004",16.14,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",62.95,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2006",16.46,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2007",14.45,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2008",18.21,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2009",2.57,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2010",3.6,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2011",1.24,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2012",0.46,
"1 : Part I - Developing Countries","Memo: Net debt relief","Current Prices (USD millions)","Sri Lanka","Netherlands","2003",0.73,
"1 : Part I - Developing Countries","Memo: Net debt relief","Current Prices (USD millions)","Sri Lanka","Netherlands","2005",0.55,
"1 : Part I - Developing Countries","Memo: Net debt relief","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2003",0.94,
"1 : Part I - Developing Countries","Memo: Net debt relief","Constant Prices (2012 USD millions)","Sri Lanka","Netherlands","2005",0.62,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.47,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.9,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",3.39,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",1.47,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",1.71,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",1.01,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",1.47,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.19,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",1.11,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.82,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",1.33,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",4.61,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",2.11,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",2.08,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",1.26,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",2.02,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.22,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",1.13,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.47,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.9,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",3.39,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",1.47,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",1.71,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",1.01,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",1.47,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.19,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",1.11,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.82,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",1.33,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",4.61,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",2.11,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",2.08,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",1.26,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",2.02,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.22,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",1.13,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",0,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.12,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.46,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",0.51,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",0.49,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",0.07,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",0.12,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.09,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",0.2,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",0.21,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.21,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",0.68,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",0.69,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",0.7,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",0.09,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",0.15,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.1,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",0.2,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",0.21,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.21,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",2.31,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",0.56,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",1.25,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",0.6,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",0.67,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.37,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",3.14,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",0.8,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",1.52,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",0.75,
"1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",0.68,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",1.25,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.99,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",1.06,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",0.75,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",0.9,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",0.82,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",0.75,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.35,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",1.49,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",0.83,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",2.19,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",1.46,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",1.44,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",1.08,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",1.09,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",1.02,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",1.03,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.4,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",1.52,
"1 : Part I - Developing Countries","Imputed Multilateral ODA","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",0.83,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.47,
